Eye_Index time X_Displacement Y_Displacement
1 77.20 4.00 5.00
0 77.25 2.00 6.00
1 77.25 4.74 4.14
0 77.30 2.47 6.00
1 77.30 4.35 4.55
0 77.35 2.00 6.50
1 77.35 5.50 4.50
0 77.39 -0.53 5.50
1 77.39 4.72 4.78
0 77.43 -8.00 5.50
1 77.43 -2.50 9.00
0 77.49 -8.91 6.64
1 77.49 -3.50 8.50
0 77.55 -10.50 7.50
1 77.55 -2.25 8.50
0 77.61 -8.33 6.09
1 77.61 -3.00 9.00
0 77.67 -8.00 5.50
1 77.67 -3.00 8.50
0 77.73 -8.00 5.50
1 77.73 -2.00 7.50
0 77.78 -8.21 5.79
1 77.78 -1.54 8.50
0 77.83 -7.50 5.50
1 77.83 -2.50 7.50
0 77.88 -8.50 6.00
1 77.88 -3.00 7.50
0 77.94 -6.50 6.50
1 77.94 -0.50 8.50
0 77.98 -1.50 -27.00
1 77.98 10.00 6.00
0 78.03 -2.00 -26.50
1 78.03 10.50 6.00
0 78.08 0.00 -27.50
1 78.08 10.00 5.50
0 78.13 0.00 -26.00
1 78.13 10.00 5.00
0 78.17 13.21 6.29
1 78.17 8.50 4.00
0 78.22 -2.29 -25.71
1 78.22 9.47 4.68
0 78.27 -1.00 -26.50
1 78.27 10.07 4.93
0 78.31 0.00 -27.00
1 78.31 10.00 2.50
0 78.36 -0.50 -26.50
1 78.36 11.72 3.78
0 78.42 0.50 -27.50
1 78.42 10.50 3.00
0 78.47 0.00 -26.50
1 78.47 11.00 3.00
0 78.52 -0.50 -26.50
1 78.52 10.10 3.34
0 78.58 11.50 7.50
1 78.58 6.78 4.22
0 78.62 11.50 7.50
1 78.62 6.78 4.22
0 78.67 0.50 4.00
1 78.67 4.47 5.02
0 78.72 2.00 4.50
1 78.72 5.00 6.50
0 78.76 2.00 4.50
1 78.76 5.00 5.50
0 78.81 2.50 4.50
1 78.81 4.57 4.81
0 78.86 1.50 4.00
1 78.86 4.00 3.50
0 78.90 1.00 6.00
1 78.90 4.50 7.50
0 78.94 2.00 6.00
1 78.94 4.34 6.53
0 79.00 2.00 6.00
1 79.00 4.34 6.53
0 79.04 2.29 5.50
1 79.04 4.50 6.50
0 79.09 0.95 5.50
1 79.09 5.00 6.50
0 79.14 2.00 6.00
1 79.14 4.00 4.00
0 79.18 1.00 5.00
1 79.18 4.00 4.00
0 79.23 0.67 6.83
1 79.23 3.50 5.50
0 79.27 0.07 4.00
1 79.27 3.00 4.00
0 79.32 0.57 4.00
1 79.32 3.87 5.63
0 79.37 0.00 4.50
1 79.37 3.50 4.50
0 79.41 5.00 7.00
1 79.41 4.00 5.00
0 79.46 5.50 7.00
1 79.46 4.50 5.50
0 79.51 10.00 5.50
1 79.51 4.72 5.78
0 79.55 10.50 5.50
1 79.55 7.22 5.78
0 79.60 10.50 7.00
1 79.60 5.17 4.83
0 79.65 10.50 7.00
1 79.65 5.17 4.83
0 79.69 10.00 6.50
1 79.69 4.61 5.29
0 79.74 12.00 7.50
1 79.74 5.24 5.55
0 79.79 11.00 6.50
1 79.79 7.36 4.93
0 79.85 11.50 7.00
1 79.85 5.50 5.00
0 79.90 10.05 6.18
1 79.90 6.44 6.05
0 79.95 7.73 7.11
1 79.95 6.00 6.00
0 80.01 7.73 7.11
1 80.01 6.00 6.00
0 80.06 10.35 6.15
1 80.06 6.00 5.50
0 80.12 8.60 5.60
1 80.12 8.50 6.00
0 80.18 8.50 6.00
1 80.18 8.47 5.02
0 80.24 10.69 5.86
1 80.24 7.44 5.04
0 80.29 10.80 5.80
1 80.29 9.00 5.50
0 80.35 7.57 6.07
1 80.35 6.74 6.19
0 80.41 7.33 6.88
1 80.41 6.28 6.44
0 80.46 7.00 8.00
1 80.46 6.59 5.71
0 80.52 6.45 7.03
1 80.52 5.40 5.42
0 80.57 -9.82 7.68
1 80.57 -1.00 11.00
0 80.63 -10.00 4.50
1 80.63 -8.25 8.50
0 80.69 -9.72 4.17
1 80.69 -7.11 10.55
0 80.75 -10.00 4.50
1 80.75 -7.50 10.00
0 80.82 -10.00 4.50
1 80.82 -8.50 9.50
0 80.88 -10.00 4.50
1 80.88 -7.50 9.50
0 80.94 -10.00 4.50
1 80.94 -7.21 9.79
0 81.01 -9.71 4.50
1 81.01 -8.41 10.05
0 81.07 -10.50 3.50
1 81.07 15.00 2.50
0 81.12 -9.50 4.50
1 81.12 13.00 0.50
0 81.18 -11.00 5.00
1 81.18 17.50 -4.00
0 81.24 -16.00 2.00
1 81.24 14.37 0.13
0 81.30 10.50 6.50
1 81.30 10.46 3.58
0 81.36 10.50 5.00
1 81.36 9.80 3.20
0 81.41 10.72 5.78
1 81.41 10.00 3.50
0 81.47 10.90 5.00
1 81.47 10.50 3.50
0 81.53 10.50 4.50
1 81.53 9.50 3.00
0 81.57 10.50 4.50
1 81.57 10.32 3.35
0 81.62 11.50 6.50
1 81.62 9.31 3.38
0 81.68 11.50 5.00
1 81.68 10.74 4.55
0 81.73 10.50 7.00
1 81.73 9.67 4.04
0 81.79 10.78 6.22
1 81.79 9.16 5.82
0 81.85 10.50 5.00
1 81.85 4.77 6.23
0 81.90 0.23 5.77
1 81.90 5.00 6.50
0 81.94 0.73 4.77
1 81.94 4.41 5.45
0 81.99 1.00 5.00
1 81.99 5.18 6.32
0 82.04 0.73 6.27
1 82.04 4.18 4.82
0 82.08 1.50 6.00
1 82.08 4.11 5.84
0 82.13 1.40 6.50
1 82.13 5.00 7.00
0 82.18 0.50 8.00
1 82.18 4.73 5.77
0 82.23 1.00 6.50
1 82.23 3.76 5.31
0 82.27 0.50 7.50
1 82.27 3.44 4.22
0 82.32 1.06 7.21
1 82.32 3.00 4.00
0 82.37 0.57 6.50
1 82.37 3.18 3.32
0 82.41 0.50 6.50
1 82.41 3.29 3.82
0 82.46 0.50 8.00
1 82.46 3.00 4.00
0 82.51 0.50 7.50
1 82.51 3.30 4.93
0 82.55 0.80 7.80
1 82.55 3.73 3.77
0 82.60 1.50 8.00
1 82.60 4.00 5.00
0 82.65 1.50 7.50
1 82.65 4.00 3.50
0 82.69 1.50 7.00
1 82.69 3.50 3.50
0 82.74 1.76 5.45
1 82.74 3.50 4.50
0 82.79 1.50 5.50
1 82.79 4.00 4.00
0 82.83 1.50 6.50
1 82.83 5.70 7.43
0 82.88 1.00 7.50
1 82.88 5.50 7.50
0 82.92 1.00 7.00
1 82.92 5.00 5.00
0 82.97 1.00 6.00
1 82.97 4.50 5.00
0 83.02 1.50 5.00
1 83.02 4.50 4.50
0 83.07 1.50 5.00
1 83.07 4.50 4.50
0 83.12 1.00 6.00
1 83.12 5.50 5.00
0 83.16 1.00 6.50
1 83.16 4.00 4.00
0 83.21 2.00 6.00
1 83.21 4.50 5.50
0 83.25 2.00 7.00
1 83.25 4.50 5.00
0 83.30 2.50 6.50
1 83.30 4.39 5.35
0 83.35 2.30 7.00
1 83.35 4.76 5.41
0 83.39 2.30 7.00
1 83.39 4.76 5.41
0 83.44 1.50 5.50
1 83.44 3.96 5.42
0 83.49 1.25 7.00
1 83.49 4.50 4.50
0 83.53 1.00 6.00
1 83.53 5.00 5.50
0 83.58 1.00 6.00
1 83.58 5.00 6.00
0 83.63 1.00 4.50
1 83.63 7.50 4.50
0 83.67 1.88 6.50
1 83.67 13.77 0.04
0 83.72 1.88 6.50
1 83.72 13.77 0.04
1 83.76 15.00 -0.50
0 83.99 4.00 -25.50
0 84.03 4.00 -25.50
0 84.23 28.00 27.00
0 84.28 27.50 28.00
1 84.28 13.50 -1.55
0 84.32 28.00 29.50
1 84.32 12.21 -0.59
0 84.37 28.00 29.50
1 84.37 12.21 -0.59
0 84.41 10.00 4.00
1 84.41 10.50 2.50
0 84.46 1.00 5.50
1 84.46 4.50 6.50
0 84.50 0.50 7.00
1 84.50 4.40 6.21
0 84.55 -0.76 4.19
1 84.55 4.00 3.50
0 84.60 0.29 5.31
1 84.60 3.50 6.00
0 84.64 0.00 6.50
1 84.64 4.50 7.00
0 84.69 0.00 6.50
1 84.69 4.50 7.00
0 84.74 1.00 6.00
1 84.74 4.00 5.50
0 84.78 1.22 5.78
1 84.78 3.50 6.00
0 84.83 1.00 6.50
1 84.83 3.22 6.81
0 84.88 0.50 7.50
1 84.88 3.71 7.16
0 84.92 0.50 7.50
1 84.92 3.00 6.00
0 84.97 1.00 8.50
1 84.97 4.68 8.02
0 85.02 0.50 6.50
1 85.02 3.95 6.92
0 85.06 1.50 8.00
1 85.06 4.00 4.50
0 85.11 2.17 6.83
1 85.11 4.50 7.50
0 85.16 0.50 8.00
1 85.16 4.00 3.50
0 85.21 1.58 7.50
1 85.21 4.54 4.23
0 85.25 1.08 7.00
1 85.25 4.00 5.00
0 85.30 1.78 7.22
1 85.30 4.57 5.48
0 85.34 1.44 6.50
1 85.34 4.50 5.50
0 85.39 1.40 5.50
1 85.39 4.05 4.26
0 85.44 2.50 6.50
1 85.44 4.51 4.57
0 85.48 1.50 7.00
1 85.48 4.50 6.00
0 85.53 1.50 6.50
1 85.53 4.08 3.81
0 85.58 0.80 6.30
1 85.58 3.00 6.00
0 85.62 1.30 6.00
1 85.62 4.00 6.00
0 85.67 1.33 6.67
1 85.67 3.50 6.50
0 85.72 1.80 4.80
1 85.72 3.91 5.69
0 85.76 1.00 7.50
1 85.76 4.00 6.50
0 85.81 1.00 7.50
1 85.81 3.62 5.96
0 85.86 0.00 5.50
1 85.86 3.73 5.27
0 85.90 1.31 6.00
1 85.90 3.50 7.00
0 85.95 1.00 7.50
1 85.95 4.50 6.50
0 85.99 1.00 7.00
1 85.99 4.13 4.66
0 86.04 1.00 6.50
1 86.04 4.50 6.50
0 86.09 0.90 6.00
1 86.09 4.13 5.16
0 86.13 1.48 8.38
1 86.13 3.56 4.81
0 86.18 1.30 7.30
1 86.18 4.00 6.50
0 86.22 0.10 8.00
1 86.22 5.16 6.81
0 86.27 0.30 8.00
1 86.27 4.50 6.50
0 86.32 1.60 6.50
1 86.32 4.50 4.00
0 86.36 2.00 5.00
1 86.36 5.00 6.00
0 86.41 1.44 6.00
1 86.41 5.50 6.00
0 86.45 1.50 6.00
1 86.45 4.50 5.00
0 86.50 1.05 7.75
1 86.50 4.50 6.50
0 86.55 0.55 7.50
1 86.55 5.31 6.26
0 86.60 0.71 7.50
1 86.60 4.85 7.02
0 86.64 0.68 5.82
1 86.64 4.26 6.81
0 86.69 0.76 7.31
1 86.69 5.00 6.50
0 86.74 1.50 7.00
1 86.74 5.50 7.50
0 86.78 0.50 6.50
1 86.78 4.97 6.26
0 86.83 1.87 6.10
1 86.83 6.00 6.50
0 86.88 1.50 6.00
1 86.88 4.77 5.23
0 86.92 1.00 6.00
1 86.92 5.50 6.00
0 86.97 1.56 6.50
1 86.97 4.23 4.27
0 87.02 0.88 6.00
1 87.02 4.33 7.50
0 87.06 1.24 7.55
1 87.06 3.73 6.41
0 87.11 1.00 5.75
1 87.11 4.50 7.50
0 87.16 1.02 7.60
1 87.16 4.00 6.00
0 87.20 1.00 5.50
1 87.20 4.50 7.50
0 87.25 0.50 6.00
1 87.25 5.00 7.50
0 87.29 0.05 6.50
1 87.29 4.09 5.22
0 87.34 0.50 7.50
1 87.34 5.50 7.50
0 87.39 0.50 5.50
1 87.39 4.50 6.50
0 87.43 1.00 7.50
1 87.43 3.48 4.66
0 87.48 1.00 7.50
1 87.48 3.69 4.64
0 87.53 1.00 6.50
1 87.53 4.50 6.00
0 87.58 1.00 7.00
1 87.58 4.50 6.50
0 87.62 0.50 7.00
1 87.62 3.50 3.00
0 87.67 0.50 7.50
1 87.67 4.50 6.50
0 87.72 1.00 6.50
1 87.72 4.00 4.50
0 87.76 1.00 5.50
1 87.76 5.00 6.00
0 87.81 0.50 7.50
1 87.81 4.50 6.00
0 87.86 1.50 5.00
1 87.86 5.50 6.50
0 87.91 1.00 6.00
1 87.91 4.44 5.66
0 87.95 0.98 6.00
1 87.95 4.50 6.00
0 88.00 0.97 5.50
1 88.00 4.73 6.27
0 88.05 0.50 6.00
1 88.05 5.00 7.00
0 88.09 1.21 5.00
1 88.09 4.00 6.00
0 88.14 1.00 7.00
1 88.14 4.34 5.47
0 88.18 0.23 5.77
1 88.18 5.00 7.00
0 88.23 0.50 5.00
1 88.23 4.70 5.77
0 88.28 -0.50 6.50
1 88.28 4.50 6.00
0 88.32 0.93 5.50
1 88.32 3.73 4.77
0 88.37 0.00 5.00
1 88.37 4.00 3.50
0 88.42 0.50 7.50
1 88.42 4.27 4.23
0 88.47 0.00 5.50
1 88.47 4.23 2.77
0 88.51 0.72 6.28
1 88.51 5.42 3.95
0 88.56 0.00 5.00
1 88.56 4.50 3.50
0 88.61 0.50 5.50
1 88.61 8.00 5.50
0 88.65 0.50 5.00
1 88.65 9.50 6.50
0 88.70 0.50 6.50
1 88.70 8.40 4.60
0 88.75 0.00 6.00
1 88.75 8.50 4.00
0 88.80 1.00 6.00
1 88.80 7.00 3.50
0 88.84 1.33 6.33
1 88.84 8.50 4.50
0 88.89 1.00 6.00
1 88.89 7.89 5.11
0 88.94 2.50 4.50
1 88.94 7.84 3.23
0 88.98 6.76 8.50
1 88.99 8.46 5.03
0 89.03 5.74 8.05
1 89.03 9.50 4.00
0 89.08 1.50 4.00
1 89.08 1.50 4.00
0 89.15 -16.50 1.50
1 89.15 2.00 4.00
0 89.21 1.00 4.50
1 89.21 1.90 4.10
0 89.27 0.76 4.55
0 108.21 24.50 26.50
0 108.24 24.00 27.50
0 108.27 23.50 27.00
0 108.33 25.50 13.50
0 108.37 26.50 -17.00
0 108.55 37.50 34.50
0 130.54 23.50 25.00
0 130.56 23.50 25.00
0 130.68 26.00 31.00
0 130.94 26.50 31.00
0 131.16 21.00 24.00
0 131.25 22.50 23.00
0 131.52 21.00 24.50
0 131.67 21.00 27.00
0 131.73 21.00 24.50
