Eye_Index time X_Displacement Y_Displacement
1 4.88 6.50 0.50
0 4.92 1.50 0.50
1 4.92 7.00 1.00
0 4.96 1.50 -0.21
1 4.96 6.20 -0.10
0 5.00 2.24 0.34
1 5.00 6.18 0.06
0 5.05 2.50 0.28
1 5.05 6.00 0.50
0 5.10 1.00 -1.00
1 5.10 6.50 1.00
0 5.15 0.50 -0.50
1 5.15 6.50 2.00
0 5.19 1.50 -0.36
1 5.19 5.00 0.00
0 5.25 1.50 -0.17
1 5.25 6.50 1.50
0 5.29 1.00 1.50
1 5.29 6.00 1.50
0 5.34 2.00 0.00
1 5.34 6.00 0.00
0 5.38 -1.00 1.00
1 5.38 3.89 1.80
0 5.42 -1.00 0.50
1 5.42 2.91 3.03
0 5.47 -0.50 0.50
1 5.47 2.89 3.56
0 5.52 -0.81 0.38
1 5.52 1.50 2.00
0 5.56 -0.31 0.27
1 5.56 3.84 2.00
0 5.61 -0.73 0.42
1 5.61 3.50 2.50
0 5.66 -1.71 1.58
1 5.66 3.32 2.85
0 5.70 -1.95 0.01
1 5.70 3.50 1.50
0 5.75 -1.50 -1.00
1 5.75 3.00 1.00
0 5.78 -2.55 -0.42
1 5.79 2.43 1.84
0 5.83 -2.50 1.50
1 5.83 3.00 0.50
0 5.88 1.00 2.00
1 5.88 3.50 1.50
0 5.93 -0.07 0.60
1 5.93 3.00 1.50
0 5.97 -1.43 0.93
1 5.97 3.00 1.08
0 6.02 -0.04 0.62
1 6.02 2.88 1.81
0 6.07 -2.50 -0.50
1 6.07 4.00 1.50
0 6.11 -1.21 -1.21
1 6.11 3.50 1.50
0 6.16 -2.50 1.12
1 6.16 3.50 1.90
0 6.21 -1.10 -0.77
1 6.21 3.83 2.40
0 6.25 -1.50 -1.00
1 6.25 3.69 1.86
0 6.30 -1.81 2.19
1 6.30 3.71 1.68
0 6.34 -2.00 2.00
1 6.34 4.00 2.00
0 6.38 -1.00 -1.00
1 6.38 3.50 1.62
0 6.42 0.64 1.18
1 6.42 4.00 1.50
0 6.47 -0.37 0.14
1 6.47 3.44 0.65
0 6.52 -1.07 0.60
1 6.52 3.64 1.50
0 6.56 18.19 -18.57
1 6.56 -21.49 -22.43
0 6.61 17.59 -19.82
1 6.61 -20.00 -21.36
0 6.66 15.81 -18.26
1 6.66 -19.50 -23.00
0 6.70 15.37 -20.00
1 6.70 -20.80 -22.50
0 6.75 16.10 -21.35
1 6.75 -21.36 -22.00
0 6.80 16.10 -21.35
1 6.80 -21.36 -22.00
0 6.84 17.00 -20.00
1 6.84 -18.25 -23.50
0 6.89 16.50 -18.12
1 6.89 -19.86 -21.50
0 6.94 17.30 -18.30
1 6.94 -19.57 -21.00
0 6.98 16.30 -18.30
1 6.98 -20.25 -20.50
0 7.03 16.90 -19.77
1 7.03 -20.19 -21.61
0 7.07 26.91 -16.50
1 7.07 36.00 -10.00
0 7.10 26.91 -16.50
1 7.10 36.00 -10.00
0 7.19 25.24 -16.50
0 7.22 26.50 -18.00
0 7.25 26.97 -17.00
1 7.25 -13.50 33.50
0 7.28 26.15 -18.00
1 7.28 -18.50 -19.00
0 7.31 26.50 -17.50
1 7.31 -17.59 -18.00
0 7.34 27.38 -18.00
1 7.34 -17.88 -18.00
0 7.38 26.67 -17.50
1 7.38 -18.42 -18.50
0 7.41 26.65 -18.50
1 7.41 36.50 -13.20
0 7.44 26.50 -18.00
1 7.44 -17.05 -19.00
0 7.47 26.50 -17.50
1 7.47 -16.91 -19.29
0 7.52 25.03 -17.45
1 7.52 -16.50 -18.50
0 7.55 27.00 -17.50
1 7.55 -18.48 -19.00
0 7.58 24.17 -17.50
1 7.58 -16.96 -19.51
0 7.61 23.69 -17.12
1 7.61 -17.17 -19.00
0 7.64 23.36 -18.50
1 7.64 -17.38 -19.50
0 7.69 24.07 -17.50
1 7.69 -18.39 -19.50
0 7.72 25.03 -18.57
1 7.72 -16.52 -19.69
0 7.75 25.00 -16.50
1 7.75 -18.34 -19.18
0 7.80 25.57 -18.50
1 7.80 -15.93 -18.00
0 7.84 25.47 -17.00
1 7.84 -18.00 -19.00
0 7.88 25.22 -17.50
1 7.88 -17.33 -19.75
0 7.91 24.00 -17.50
1 7.91 -19.09 -19.00
0 7.95 25.83 -17.50
1 7.95 -18.05 -19.50
0 8.00 24.72 -17.50
1 8.00 -17.25 -19.00
0 8.05 24.22 -18.50
1 8.05 -17.44 -19.00
0 8.08 25.67 -18.00
1 8.08 -15.72 -19.18
0 8.12 24.82 -19.00
1 8.12 -17.25 -19.50
0 8.16 25.59 -17.50
1 8.16 -16.83 -19.00
0 8.20 25.50 -18.50
1 8.20 -17.55 -19.50
0 8.25 25.12 -18.00
1 8.25 -17.00 -19.50
0 8.28 25.50 -18.50
1 8.28 -15.33 -18.50
0 8.31 24.44 -17.69
1 8.31 -16.75 -19.50
0 8.34 25.50 -18.50
1 8.34 -16.90 -18.92
0 8.39 24.81 -19.00
1 8.39 -16.25 -18.43
0 8.42 26.00 -18.00
1 8.42 -18.75 -18.50
0 8.47 26.41 -19.00
1 8.47 -16.61 -19.50
0 9.34 17.59 -18.50
1 9.34 -20.10 -22.60
0 9.38 19.50 -19.80
1 9.38 -19.25 -23.00
0 9.42 13.70 -19.00
1 9.42 -20.50 -23.50
0 9.47 15.00 -19.50
1 9.47 -18.28 -22.95
0 9.52 16.16 -19.18
1 9.52 -18.67 -23.50
0 9.56 18.50 -18.50
1 9.56 -18.94 -22.00
0 9.61 18.70 -19.04
1 9.61 -18.94 -22.00
0 9.65 17.75 -19.00
1 9.65 -19.25 -22.00
0 9.70 17.25 -19.00
1 9.70 -18.14 -23.00
0 9.75 15.50 -19.00
1 9.75 -20.54 -21.92
0 9.80 13.10 -18.95
1 9.80 -19.09 -21.50
0 9.84 15.18 -18.95
1 9.84 -18.56 -22.50
0 9.89 15.63 -19.27
1 9.89 -20.17 -22.00
0 9.93 13.72 -18.50
1 9.93 -18.57 -22.00
0 9.98 14.75 -17.00
1 9.98 -18.69 -21.23
0 10.02 14.90 -17.68
1 10.02 -17.64 -21.82
0 10.06 21.33 -17.69
1 10.06 -18.33 -19.50
0 10.10 19.00 -18.50
1 10.10 -15.22 -21.10
0 10.14 20.00 -17.50
1 10.14 -16.44 -21.17
0 10.19 18.50 -18.00
1 10.19 -16.50 -20.00
0 10.22 16.09 -16.43
1 10.22 -17.64 -20.14
0 10.27 12.50 -17.17
1 10.27 -18.03 -21.89
0 10.30 12.14 -15.93
1 10.30 -20.00 -20.50
0 10.34 12.89 -16.50
1 10.34 -17.75 -22.38
0 10.37 12.00 -14.50
1 10.37 -16.78 -20.75
0 10.40 12.00 -16.50
1 10.40 28.50 -22.50
0 10.43 12.00 -16.50
1 10.43 28.50 -22.50
0 10.47 12.17 -16.00
1 10.47 -14.38 -20.60
0 10.50 11.50 -14.50
1 10.50 -15.00 -20.50
0 10.53 -13.50 -13.50
1 10.53 -13.50 -18.50
0 10.56 -13.00 -6.38
1 10.56 -13.75 -20.00
0 10.59 -10.50 -11.50
1 10.59 -16.38 -18.18
0 10.62 12.00 -11.50
1 10.62 -14.21 -17.50
0 10.65 27.50 -17.50
0 17.06 -13.00 -8.00
1 17.06 4.50 -11.00
0 17.09 -15.00 1.50
1 17.09 3.00 14.00
0 17.12 13.50 15.50
1 17.12 11.50 -11.50
0 17.16 13.00 17.50
1 17.16 5.50 20.00
0 17.18 14.00 16.50
1 17.18 3.00 18.50
0 17.24 14.00 16.84
1 17.24 18.50 -12.00
0 17.27 14.00 15.00
1 17.27 17.00 -11.50
0 17.30 12.50 16.50
1 17.30 18.50 -12.00
1 17.33 17.50 -9.50
0 17.70 -1.50 5.50
0 17.74 0.00 8.00
0 17.78 23.67 6.00
0 17.81 20.58 10.94
0 17.84 -3.00 18.00
0 17.87 -6.00 16.50
0 18.20 -1.00 15.50
0 18.29 -4.00 18.00
0 18.32 3.00 14.50
0 18.35 -1.00 18.00
1 18.35 -3.00 -1.00
0 18.38 5.00 17.50
1 18.38 -3.00 0.00
1 18.41 -3.50 -1.00
1 18.44 -3.00 -0.50
1 18.48 -3.00 -1.00
1 18.51 -3.00 -1.00
1 18.54 -3.79 -1.21
1 18.57 -2.50 -0.50
0 18.62 -2.50 -0.50
0 18.65 -5.00 -0.50
0 18.69 -3.50 0.00
0 18.72 -3.50 -0.88
0 18.75 -3.50 -0.50
0 18.79 -2.20 -0.20
0 18.82 -2.50 0.50
1 18.82 1.50 3.50
0 18.85 -2.50 0.50
1 18.85 1.50 3.50
0 18.88 -2.00 0.50
1 18.88 1.50 -1.00
0 18.91 -2.50 -1.50
1 18.91 1.00 0.00
0 18.94 -3.00 0.50
1 18.94 2.00 0.00
0 18.97 4.50 -15.00
1 18.97 -4.00 6.50
0 19.02 2.00 -17.00
1 19.02 1.50 -10.50
0 19.05 4.22 -16.00
1 19.05 -5.00 -11.50
0 19.08 4.12 -19.00
1 19.08 -10.00 11.00
0 19.12 6.00 -18.50
1 19.12 9.49 -19.78
0 19.14 7.46 -17.12
1 19.14 10.50 -20.29
0 19.17 7.46 -17.12
1 19.17 10.50 -20.29
0 19.21 7.00 -19.00
1 19.21 8.74 -19.38
0 19.24 6.50 -18.00
1 19.24 9.35 -21.50
0 19.27 5.50 -19.50
1 19.27 26.50 -10.00
0 19.30 5.50 -19.00
1 19.30 2.44 -10.18
0 19.33 4.50 -18.00
1 19.33 3.50 -9.00
0 19.37 1.11 -17.50
1 19.37 5.50 -11.00
0 19.43 0.00 -21.50
1 19.43 2.50 6.00
0 19.47 1.50 -21.00
1 19.47 7.00 -18.00
0 19.52 1.50 -21.50
1 19.52 4.50 -14.50
0 19.56 1.50 -21.50
1 19.56 4.50 -14.50
0 19.61 -1.00 -20.00
1 19.61 3.00 6.50
0 19.66 2.71 -22.50
1 19.66 5.00 -16.50
0 19.70 0.00 -20.00
1 19.70 3.00 6.50
0 19.75 2.00 -22.50
0 19.83 -2.50 -23.50
1 19.83 5.50 -18.50
0 19.88 -2.50 -23.50
1 19.88 5.50 -18.50
0 21.35 0.50 -17.50
0 21.38 1.38 -1.00
1 21.38 5.50 -18.50
0 21.42 0.50 9.50
1 21.42 6.50 -18.50
0 21.46 -0.50 -1.50
1 21.46 -2.50 -1.50
0 21.49 1.00 -0.50
1 21.49 4.50 -0.50
0 21.52 1.00 -17.50
0 21.56 1.00 -1.50
0 21.60 2.00 -0.50
0 21.65 1.50 -16.50
1 21.65 5.00 14.50
0 21.70 1.00 -1.00
0 21.74 2.00 -1.00
0 21.79 1.50 -1.50
0 21.82 0.50 -1.00
0 21.86 0.50 -1.00
1 21.86 4.50 -2.00
0 21.90 1.50 -1.00
1 21.90 5.50 -1.50
0 21.94 1.50 -1.50
0 21.99 0.50 -1.50
1 21.99 6.00 -0.50
0 22.03 0.50 -1.00
1 22.03 5.00 -1.50
0 22.07 -1.00 -0.50
1 22.07 6.00 -1.50
0 22.11 -1.50 -1.50
1 22.11 4.21 -0.21
0 22.14 0.00 -0.50
1 22.14 4.00 0.00
0 22.18 1.50 -1.50
1 22.18 5.50 -1.00
0 22.22 1.50 -1.50
1 22.22 4.38 0.00
0 22.27 1.00 -2.00
0 22.32 1.30 -1.50
1 22.32 3.50 -0.50
0 22.36 2.00 -1.50
1 22.36 3.21 -0.21
0 22.41 1.50 -1.00
1 22.41 4.00 -1.00
0 22.46 2.00 -0.50
1 22.46 3.23 -1.23
0 22.50 2.50 -1.00
1 22.50 3.50 -1.00
0 22.55 3.00 -2.00
1 22.55 3.50 -1.50
0 22.60 2.00 -1.50
1 22.60 3.00 0.00
0 22.65 2.00 -1.50
1 22.65 3.00 0.00
0 22.70 3.00 -0.50
1 22.70 4.00 -1.00
0 22.74 2.50 0.00
1 22.74 3.00 0.00
0 22.79 3.00 -1.00
1 22.79 3.00 0.00
0 22.84 3.50 -1.00
1 22.84 2.78 0.22
0 22.95 3.00 0.00
1 22.95 3.00 -1.00
1 23.03 3.50 -0.50
0 23.16 1.50 0.50
1 23.16 2.00 -0.50
1 23.21 3.00 1.00
1 23.25 2.22 -0.22
1 23.30 2.22 -0.22
0 23.68 2.50 0.00
1 23.68 1.78 0.22
0 23.72 2.50 -0.50
1 23.72 2.50 0.50
0 23.77 2.50 -0.50
1 23.77 2.00 0.00
0 23.83 1.50 0.50
1 23.83 2.00 0.00
0 23.90 3.50 1.00
1 23.90 2.00 1.50
0 23.95 3.50 1.00
1 23.95 2.00 1.50
0 24.00 3.00 1.00
0 24.21 3.50 0.50
1 24.21 3.00 0.50
0 24.26 3.50 1.00
1 24.26 2.50 1.50
0 24.30 2.50 -0.50
0 24.60 2.00 -1.00
1 24.60 3.00 0.00
0 24.68 3.00 -0.50
1 24.68 3.50 0.00
0 24.78 2.00 0.00
1 24.78 4.00 0.00
0 24.83 2.00 -0.50
1 24.83 4.00 0.50
0 24.89 2.50 -1.50
1 24.89 3.80 0.80
0 24.93 3.00 -0.50
1 24.94 3.00 0.00
0 24.98 2.25 0.00
1 24.98 3.24 0.69
0 25.04 1.00 0.00
1 25.04 2.00 -0.30
0 25.09 -1.50 -1.50
1 25.09 0.00 -1.00
0 25.59 -1.50 -1.50
1 25.59 1.00 0.50
0 25.64 -2.00 -1.50
0 25.68 -1.50 -1.50
1 25.68 1.50 0.50
0 25.76 -1.50 -2.00
1 25.76 2.00 0.50
0 25.84 -1.50 -1.50
1 25.84 1.50 -0.50
0 25.87 1.50 -1.00
1 25.87 0.00 0.00
0 25.92 2.50 2.00
1 25.92 1.20 1.00
0 25.96 2.00 2.50
1 25.96 1.50 2.50
0 26.01 2.50 2.50
1 26.15 4.50 0.50
0 26.20 2.00 2.00
1 26.20 2.50 2.50
0 26.24 3.00 2.00
1 26.24 3.00 5.00
1 26.27 2.21 2.79
1 26.32 1.50 3.00
1 26.38 2.50 2.50
1 26.43 2.00 3.00
1 26.55 2.90 3.38
1 26.60 2.00 1.58
0 26.65 -0.50 1.50
1 26.65 1.17 1.00
0 26.69 -1.00 0.00
1 26.69 1.50 2.67
1 26.74 0.50 2.00
0 26.79 -0.50 0.50
1 26.79 0.00 1.00
1 26.84 1.50 1.00
1 26.88 1.00 -1.00
1 27.07 0.00 -23.50
0 28.67 0.00 -0.50
1 28.67 4.50 -3.00
0 28.72 0.00 -0.50
1 28.72 5.00 -19.00
0 28.76 0.50 0.50
1 28.76 4.00 -17.00
0 28.81 1.00 -2.00
1 28.81 3.29 -3.29
0 28.86 -1.00 -1.50
1 28.86 4.00 -2.50
0 28.90 -0.50 -1.00
1 28.90 4.50 -3.12
0 28.95 -0.50 -1.50
1 28.95 3.50 -4.00
0 29.00 -1.21 -0.79
1 29.00 4.00 -4.50
1 29.18 3.50 -16.50
1 29.27 4.00 -17.50
1 29.32 5.92 -17.07
1 29.36 2.00 18.00
0 29.41 -4.50 -26.50
1 29.41 8.05 -19.34
0 29.45 10.00 -25.00
0 29.47 5.00 -21.50
0 29.50 10.00 -26.50
0 29.53 4.50 -23.50
0 29.56 6.00 -26.50
0 29.59 -0.50 -23.50
0 29.63 5.50 -27.00
0 29.66 8.62 -25.50
0 29.69 9.50 -22.50
0 32.93 33.69 37.50
1 32.93 51.00 -23.75
0 32.97 39.00 34.00
1 32.97 30.50 -24.78
0 33.00 35.00 -23.50
1 33.00 33.00 -21.53
0 33.03 24.34 27.69
1 33.03 42.00 13.50
0 33.06 48.90 18.00
1 33.10 41.91 20.50
1 33.14 31.50 21.00
0 38.73 2.50 -6.50
0 38.76 1.50 -8.00
0 38.79 2.50 -7.00
0 38.97 24.00 26.50
0 39.06 -6.00 -12.84
0 39.09 14.50 -16.00
0 39.13 17.74 -18.24
0 39.17 18.09 -16.98
0 39.21 19.23 -16.94
0 39.24 -12.50 -11.00
0 39.27 18.99 -16.70
0 39.30 20.41 -16.03
0 39.34 20.50 -15.50
0 39.37 19.35 -13.50
0 39.40 18.82 -15.95
0 39.43 17.48 -17.25
1 39.44 -19.50 22.00
0 39.48 17.20 -16.00
1 39.48 -17.50 23.00
0 39.52 18.45 -14.84
1 39.52 -18.50 22.00
0 39.56 16.99 -15.86
1 39.56 -18.00 22.21
0 39.60 16.67 -14.50
1 39.60 -17.00 21.50
0 39.65 17.50 -13.50
1 39.65 -14.50 24.50
0 39.68 17.93 -14.00
1 39.68 -17.00 22.00
0 39.71 17.27 -15.27
1 39.71 -19.00 23.00
0 39.76 18.50 21.00
1 39.76 -19.40 23.50
0 39.80 15.67 22.00
1 39.80 -16.71 24.17
0 39.83 15.67 22.00
1 39.83 -16.71 24.17
0 39.86 19.50 21.00
1 39.86 -19.50 23.00
0 39.90 18.50 23.50
1 39.90 -20.00 22.50
0 39.93 20.61 23.77
1 39.93 -15.58 26.50
0 39.96 19.68 23.50
1 39.96 -20.50 24.00
0 39.99 18.50 23.50
1 39.99 -18.25 24.50
0 40.02 20.27 24.00
1 40.02 -22.50 24.00
0 40.07 21.71 23.55
1 40.07 -18.33 26.67
0 40.10 27.50 24.50
1 40.10 -22.50 25.00
0 40.13 29.00 27.50
1 40.13 -22.34 27.26
0 40.16 29.00 27.50
1 40.16 -22.34 27.26
0 40.19 29.50 26.50
1 40.19 -25.00 25.50
0 40.22 37.50 27.00
1 40.22 -26.00 28.00
0 40.25 39.50 28.00
1 40.25 -27.50 31.50
0 40.28 40.00 24.50
1 40.28 -26.00 31.00
0 40.31 36.00 26.62
1 40.31 -26.00 30.00
0 40.34 35.93 29.28
1 40.34 -24.00 30.00
0 40.38 35.25 28.50
1 40.38 -24.63 30.29
0 40.41 36.00 30.13
1 40.41 -28.00 29.50
0 40.44 37.00 30.00
1 40.44 -28.50 29.50
0 40.49 37.00 30.00
1 40.49 -28.50 29.50
0 40.52 37.00 30.44
1 40.52 -25.50 31.50
0 40.55 36.00 31.31
1 40.55 -26.00 30.00
0 40.58 33.50 30.00
1 40.58 -29.00 29.50
0 40.61 34.31 28.65
1 40.61 -27.00 30.00
0 40.64 35.00 25.60
1 40.64 -26.00 31.50
0 40.67 35.00 27.00
1 40.67 -27.00 29.50
0 40.72 37.71 30.62
1 40.72 -27.00 31.00
0 40.75 37.00 29.00
1 40.75 -26.64 31.31
0 40.78 39.00 31.50
1 40.78 -28.48 33.23
0 40.81 39.00 31.50
1 40.81 -28.48 33.23
0 40.84 39.00 31.50
1 40.84 -29.12 32.61
0 40.87 40.50 33.58
1 40.87 -27.50 32.06
0 40.91 42.00 37.50
1 40.91 -28.28 29.74
0 40.96 43.50 44.50
0 41.02 46.50 44.00
1 41.02 -29.50 34.50
1 47.56 -29.97 31.50
0 47.71 31.44 24.19
0 47.77 -21.00 -14.00
1 47.77 31.50 -25.00
0 47.81 -19.00 -8.50
1 47.81 26.13 -24.19
0 47.84 -17.00 -6.50
1 47.84 27.89 -18.57
0 47.88 -13.24 -3.19
1 47.88 -14.00 -17.00
0 47.91 4.50 -6.50
1 47.91 -12.58 -16.56
0 47.94 4.24 -3.35
1 47.94 -9.86 -16.43
0 47.98 3.50 -9.00
1 47.98 21.80 -11.50
0 48.02 2.38 -8.71
1 48.02 -14.03 -17.00
0 48.05 1.33 -11.03
1 48.05 22.50 -16.00
0 48.08 1.00 -9.00
1 48.08 21.83 -15.00
0 48.13 1.50 -12.50
1 48.13 20.00 -15.33
0 48.17 1.86 -11.43
1 48.17 17.82 -16.00
0 48.20 2.00 -12.00
1 48.20 21.00 -13.50
0 48.25 3.24 -12.35
1 48.25 21.50 -12.00
0 48.30 2.50 -11.50
1 48.30 20.50 -14.00
0 48.35 2.78 -13.26
1 48.35 22.50 -14.00
0 48.38 -13.43 -13.21
1 48.38 21.00 -15.00
0 48.42 19.18 -18.70
1 48.42 22.00 -14.50
0 48.47 -18.41 -13.86
1 48.47 21.00 -15.00
0 48.52 -20.00 -12.50
1 48.52 -18.50 -18.50
0 48.56 -20.00 -12.50
1 48.56 -18.50 -18.50
0 48.61 18.50 25.00
1 48.61 -17.50 -18.93
0 48.66 -20.00 -14.50
1 48.66 27.21 -17.50
0 48.70 -18.50 -12.50
1 48.70 -19.00 -19.50
0 48.75 21.50 24.50
1 48.75 -19.33 -18.50
0 48.79 24.68 -19.50
1 48.79 -15.50 29.50
0 48.84 -19.50 -14.50
1 48.84 -20.83 -17.50
0 48.89 -19.00 -10.00
1 48.89 -21.40 -17.50
0 48.94 -18.50 -12.00
1 48.94 34.50 -14.00
0 48.99 24.50 -14.50
1 48.99 -15.00 -19.00
0 49.03 23.60 -17.00
1 49.03 -17.61 -19.50
0 49.07 -16.50 -13.00
1 49.07 -16.75 -18.83
0 49.10 -16.50 -13.50
1 49.10 29.83 -16.00
0 49.14 22.46 -16.00
1 49.14 -14.68 -18.50
0 49.17 22.00 -15.00
1 49.17 -15.75 -18.50
0 49.20 2.94 -13.00
1 49.20 -14.12 -20.00
0 49.24 4.00 -15.50
1 49.24 26.00 -16.50
0 49.28 4.00 -15.50
1 49.28 26.00 -16.50
0 49.31 3.00 -16.00
1 49.31 26.71 -16.94
0 49.36 18.61 -18.23
1 49.36 30.00 -17.50
0 49.39 3.00 -16.00
1 49.39 28.00 -17.50
0 49.42 19.53 -19.39
1 49.42 -18.25 -20.50
0 49.47 22.37 -19.00
1 49.47 28.00 -20.00
0 49.51 23.07 -20.00
1 49.51 -16.90 -20.00
0 49.57 17.41 -21.73
1 49.57 -20.70 -22.70
0 49.61 17.64 -21.50
1 49.61 29.45 -25.50
0 49.66 14.48 -21.50
1 49.66 29.50 -25.00
0 49.71 16.78 -21.00
1 49.71 -22.51 -23.08
0 49.75 17.73 -22.00
1 49.75 -22.57 -23.50
0 49.80 18.53 -22.66
1 49.80 -23.30 -22.50
0 49.85 17.99 -22.74
1 49.85 -21.62 -24.00
0 49.90 17.90 -22.50
1 49.90 -22.79 -23.50
0 49.95 16.97 -22.73
1 49.95 -20.74 -23.61
0 49.99 17.17 -23.00
1 49.99 -20.00 -25.00
0 50.05 17.53 -20.88
1 50.05 -21.78 -25.69
0 50.10 20.67 -21.00
1 50.10 -22.50 -24.50
0 50.14 18.71 -20.50
1 50.14 -22.80 -25.50
0 50.19 19.11 -21.00
1 50.19 -22.50 -25.00
0 50.24 19.14 -21.50
1 50.24 -22.50 -23.50
0 50.28 19.14 -21.50
1 50.28 -22.50 -23.50
0 50.33 17.68 -21.00
1 50.33 -23.83 -24.00
0 50.38 17.95 -21.00
1 50.38 -23.00 -23.50
0 50.42 18.95 -21.00
1 50.42 -22.19 -24.21
0 50.47 18.00 -20.00
1 50.47 -22.78 -24.54
0 50.51 18.48 -20.50
1 50.51 -22.23 -23.50
0 50.56 25.03 -21.50
1 50.56 -19.50 -22.00
0 50.60 25.96 -21.50
